sex,minAge,age,country,location,LHML,LHEB,LHHD,LHMLD,LHAPD,RHML,RHEB,RHHD,RHMLD,RHAPD,LRML,LRMLD,LRAPD,RRML,RRMLD,RRAPD,LFML,LFBL,LFEB,LFAB,LFHD,LFMLD,LFAPD,RFML,RFBL,RFEB,RFAB,RFHD,RFMLD,RFAPD,LTML,LTPB,LTMLD,LTAPD,RTML,RTPB,RTMLD,RTAPD,BIB,LIBL,RIBL,LAcH,RAcH
male,30,30-40,Austria,Austria,330,59,43.89,22.6,20.98,331,59,47.11,23.78,22.19,255.5,15.91,12.3,252,17.43,13.69,458,454,79.5,68.28,49.04,28.38,27.69,459,456,81,67.66,48.33,28.51,28.73,389,73.5,22.67,26.2,386,72,23.43,26.96,277.5,155,154,54.43,55.71
male,30,30-40,Austria,Austria,304,60,43.29,20.81,19.73,308,59,44.69,20.17,18.66,243,15.12,11.88,248.5,14.37,11.71,434.5,427,77,67.82,45.45,23.27,25.89,426,422,78,65.58,46.76,23.73,27.54,358,68,19.9,24.88,359,72,22.13,26.64,261,155,,50.39,49.59
male,30,30-40,Austria,Austria,309.5,65,49.44,23.64,25.42,319,63,49.37,24.09,26.44,249,17.29,13.57,251,17.06,13.35,432,430,86,73.81,52.48,31.74,30.98,430.5,425,85,72.75,52.9,31.29,30.95,368,76,24.59,27.57,368,76,24.61,26.5,303,,173,,58.24
male,30,30-40,Austria,Austria,313,61,47.09,19.52,21.6,319.5,64,45.54,21.6,23.91,235,16.14,10.84,239,17.06,11.19,434,432,79,69.58,46.44,27,31.21,438,434,81,70.25,46.72,26.44,30.35,351.5,74,22.71,25.73,353.5,74,23.84,24.53,275,151,153,50.18,52.2
male,30,30-40,Austria,Austria,314.5,63,41.24,20.16,21.16,319,64.5,43.61,21.23,20.27,244.5,14.26,11,244,17.04,13.2,439,433,79,67.88,45.99,28.87,30.34,439,429.5,79.5,68.53,44.2,27.29,28.1,356,68.5,24.43,29.03,361,65,22.42,28.69,290,,,52.82,53.14
male,30,30-40,Austria,Austria,328,60,45.19,20.83,22.06,330,61.5,44.82,19.77,20.83,250.5,14.58,11.77,,,,461.5,456,81,74.51,45.62,29.31,28.41,457.5,452,79,68.47,47.21,28.99,28.47,382.5,69,23.09,26.8,380,70,23.83,27.43,268,152,153,52.53,51.67
male,30,30-40,Austria,Austria,303,51,40.8,18.71,19.27,,,,,,225,12.93,10.36,227,13.45,10.79,441,436,71,59.1,40.64,25.41,24.73,435,430,73,61.72,40.52,25.44,24.95,341,62,19.38,22.7,,,,,262,154,150,45.89,47.39
female,30,30-40,Austria,Austria,308,58,42.97,17.67,15.97,315,59,41.15,17.78,17.37,228,13.07,10.23,234,12.89,9.77,429.5,428,71,62.99,41.51,25.58,24.54,432,428,72,63.83,42.41,24.46,24.63,351,64.5,18.14,24.6,354.5,66.5,18.88,23.79,249,148,147,48.03,49.19
female,30,30-40,Austria,Austria,295,57,41.82,18.34,16.73,295.5,57.5,41.67,20.86,15.92,227,15.1,9.05,227,13.59,9.33,414.5,405,76,60.93,42.44,24.15,25.56,411,399,76,62.83,43.34,24.32,25.53,347,66,19.3,23.48,346,68.5,19.39,23.46,271,160,161,46.92,48.13
female,30,30-40,Austria,Austria,292,53,40.95,19.11,18.48,296,56,41.08,19.32,19.24,220,15.44,10.92,225,14.91,9.74,397.5,394.5,72,58.53,41.51,25.1,23.51,398,393,72,59.09,40.69,21.72,24.15,333,62,19.7,23.97,335,63,18.28,24.14,258,,146,46.99,47
female,30,30-40,Austria,Austria,272,53.5,39.49,20.75,19.25,,,,,,215,14.23,11.61,,,,390.5,384,,,41.21,23.92,23.64,386,383,,,42.05,23.81,23.86,,,,,,,,,255,143,,47.17,46.6
female,30,30+,Austria,Austria,283,53,39.66,21.88,21.73,288,53,39.02,20.49,19.79,,,,218.5,15.62,11.77,402,394.5,68,61.86,38.74,24.05,23.97,392,391,68,58.44,37.52,24.82,23.96,347,62,20.51,23,343,,19.1,22.6,251,,146,46.39,45.87
female,30,30+,Austria,Austria,,,,,,306.5,54,41.82,20.71,19.39,215,13.9,13.23,217,13.57,11.88,408,398,,58.22,42.1,22.44,26.42,405,399,72,61.26,42.32,22.94,26.03,,,,,329.5,64,20.79,23.66,281,159,,46.35,48.24
female,30,30-40,Austria,Austria,301.5,57.5,45.3,20.4,20.58,,,,,,224,14.68,10.79,,,,440.5,438.5,75.5,61.48,43.5,25.96,25.83,439,437,77,63.45,44,25.03,26.62,357,61,20.93,23.34,357,62,20.92,22.54,272,161,163,49.08,48.6
female,30,30-40,Austria,Austria,270,48,35.88,16.9,16.6,282,48,36.88,17.62,14.68,212,12.51,9.35,214,13.45,9.16,409.5,403,,,37.43,20.38,20.99,408,404.5,,,38.08,20.79,20.53,333,,17.16,22.89,331,,16.02,21.96,237,142,143,44.88,44.53
female,30,30-40,Austria,Austria,287,62.5,39.86,22.02,18.62,301,60,39.8,22.05,19.97,231,14.4,9.86,238,14.26,10.08,437,436,72,60.24,41.14,23.94,25.25,432,430,71,58.52,40.76,23.38,24.34,361,61,19.91,23.55,363,60,18.53,22.88,255,,152,47.08,48.36
female,30,30-40,Austria,Austria,294,53,41.35,17.77,17.38,296,53.5,40.97,19.14,16.89,221,12.61,10.75,223,12.99,10.54,399.5,392,73,60.85,42.19,23.48,23.99,397,393,74,60.28,41.41,23.96,23.95,336.5,62,18.98,21.94,334.5,63,19.79,21.02,278,161,157,46.83,45.52
female,30,30-40,Austria,Austria,274,59,40.66,18.83,18.58,278,60,40.34,18.87,17.6,219,12.22,9.48,223,13.14,9.44,384,379,71,56.62,40.11,23.34,23.48,389.5,386,71,58.12,39.77,20.59,22.37,331,62,21.3,21.54,328,60,18.25,20.35,263,156,152,46.37,46.46
female,30,30-40,Austria,Austria,326,60,41.97,19.47,19.67,291,63,40.48,19.63,19.89,243,11.93,10.61,243.5,13.88,9.7,455,447.5,72,62.74,43.63,27.05,25.45,450,447,76,65.83,43.73,26.46,24.62,378,66.5,18.15,24.51,378,,19.13,23.09,291,162,160,47.9,48.27
female,30,30-40,Austria,Austria,302,58.5,42.03,20.87,19.33,310,56,40.27,21.12,19.13,230,13.76,10.29,232,12.75,10.36,430,425,72,58.51,43.39,26.35,23.4,423,419,74,59.12,43.26,25.02,22.14,346.5,63.5,19.78,19.54,346.5,66,19.55,22.55,266.5,145,150,49.63,50.23
female,30,30-40,Austria,Austria,,,,,,294,47,36.98,18.45,16.89,,,,214,14.71,10.24,408,407,66.5,56.98,37.81,26.57,22.58,402,401,64,56.85,37.74,24.58,21.5,343.5,59.5,17.44,23.27,340,59,17.89,20.42,259,145,142,44.07,44.48
female,30,30-40,Austria,Austria,297.5,50.5,41.35,16.06,19.37,304,52,40.08,17.33,19.66,224,12.52,10.64,232.5,13.23,11.06,444,436,73,60.26,44.87,25.84,24.74,443,435,74,59.88,44.26,26.76,24.12,359,64.5,20.03,25.08,359,68,20.15,24.63,277,158,161,50.82,49.9
male,40,40-50,Austria,Austria,292,61,39.03,21.32,20.04,312,57,41.5,20.84,19.93,,,,244,14.93,11.52,444,441,73,66.17,41.68,27.44,26.39,441,437.5,73,64.42,42.04,26.23,25.37,363,70,19.87,28.63,,,,,276,157,,48.08,52.44
male,40,40-50,Austria,Austria,276,53,38.01,18.88,19.95,,,,,,216,15.16,10.87,221,14.78,11.12,396.5,389,75,66.23,40.92,26.08,26.58,392,388,76,62.52,38.83,23.89,25.38,331,72.5,20.22,25.48,330,70,19.85,25.31,269,160,,,45.26
male,40,40-50,Austria,Austria,301,54,40.32,21.99,22.31,303,56,39.87,21.08,21.54,,,,237,15.63,12.9,,,,,,,,431,426.5,75.5,65.58,43.33,26.51,28.31,349.5,69.5,22.82,25.14,351,67,23.73,23.51,241,,,50.98,50.48
male,40,40-50,Austria,Austria,289,58,42.52,19.43,19.56,294.5,59,41.56,19.94,18.83,,,,232,14.45,11.48,,,,,,,,412.5,407,74,63.96,41.86,25.43,23.06,336.5,66.5,19.69,22.83,338,67,19.75,22.7,277,156,155,48.04,47.74
male,40,40-50,Austria,Austria,316.5,64,47.93,20.52,21.64,314,64,46.52,20.61,21.81,238.5,17.05,11.57,240,16.66,11.52,,,,,,,,445.5,442,83,71.75,48.2,27.21,27.51,369,77,21.73,23.99,369,74.5,21.78,24.52,262,159,161,51.89,52.7
male,40,40-50,Austria,Austria,292.5,57,42.2,18.31,19.81,298,58,43.13,19.37,18.98,211,12.25,9.81,213,12.68,10.15,,,,,,,,397,392,77.5,67.7,45.11,26.55,26.79,333,68,19.64,25.74,333,69,21.06,22.3,271.5,,,51.06,53.14
male,40,40-50,Austria,Austria,278.5,58,38.52,20.14,19.6,283,53,37.08,20.51,20.06,,,,222,14.58,11.24,400,397,72,62.46,37.52,27.85,25.32,403,398,,,37.75,26.28,25,343,,19.39,27.38,345,63,21.83,26.77,261.5,154,152,,44.31
male,40,40-50,Austria,Austria,279.5,53.5,38.52,20.71,18.8,283,53,38.42,22,19,214,12.72,10.8,217,14.6,10.38,394,309.5,69.5,61.84,39.57,25.28,23.45,392,390,,,40.05,23.89,22.93,321,65.5,18.92,21.96,325,67,19.35,23.38,249,144,143,45.48,46.79
male,40,40-50,Austria,Austria,312,60,45.3,21.18,20.63,310,60,44.24,22.49,21.55,236,16.42,11.54,237,17.54,12.33,425,423,74.5,62.27,42.68,27.42,29.96,425,422,73,61,45.65,25.98,29.62,356,,23.07,28.09,357,71,22.08,30.15,276,159,,49.77,
male,40,40-50,Austria,Austria,335,71,44.95,23.27,23.78,336,72,45.65,24.91,23.83,271,16.31,13.21,271,16.51,13.72,476,473,84,71.53,46.82,27.39,34.34,477,474,83,68.92,48.02,26.21,36.53,405.5,72,27.28,27.59,405,80,26.63,29.8,303,,,53.44,55.97
male,40,40-50,Austria,Austria,331.5,64,43.89,22.67,25.72,339,62.5,46.2,22.89,25.35,262,17.03,13.41,263,18.1,14.05,468,462,82,67.34,50.78,30.54,33.39,460.5,454,81,64.86,49.03,26.84,34.6,383,75.5,23.7,26.98,386,70,24.71,28.34,295,175,173,56.42,54.61
male,40,40-50,Austria,Austria,339,64,44.66,19.99,24.23,342,62.5,46.34,20.22,24.53,257,15.77,13,258,16.71,13.51,446,441.5,70,60.68,46.06,20.8,26.77,442,439.5,74,64.93,49.93,25.1,31.56,360.5,62,21.11,19.04,377,67,23.74,26.74,254,,150,49.66,56.22
male,40,40-50,Austria,Austria,322,59,48.34,21.49,25.09,328,60,46.64,22.76,25.9,242,18.61,13.65,245,18.53,14.03,454,449.5,80.5,68.68,47.49,29.27,32.42,459,452,81,67.83,47.83,27.87,32.43,376,73,25.4,27.27,369,75,24.75,29.8,264.5,,155,53.94,53.9
female,40,40-50,Austria,Austria,294,56,39.9,21.09,20.05,,,,,,226,14.98,11.08,,,,421,415,69.5,63.04,41.74,25.01,24.63,416,412.5,71.5,64.59,41.17,22.83,24.62,343,66,19.08,25.73,343,67,20,26.22,280,154,156,46.18,48.59
female,40,40-50,Austria,Austria,315.5,58,43.45,18.1,20.35,323,58,43.83,19.4,19.37,230.5,13.92,11.23,234.5,14.15,11.55,434,433,73,60.54,44.51,28.52,26.78,437,435,75,62.88,44.21,27.71,26.4,359,65,20.61,24.91,361.5,65.5,17.82,22.46,285,159,159,50.11,51.12
female,40,40-50,Austria,Austria,324,58,42.55,20.47,18.64,330.5,59,43.3,21.85,18.55,242,13.07,11.23,,,,459,455.5,75.5,69.14,42.48,28.62,26.85,,,,,,,,384,69,22.05,26.66,380,70,22.53,24.35,267,155,156,46.07,46.1
female,40,40-50,Austria,Austria,293,56,40.37,21.68,18.66,293,56,41.06,20.57,17.63,217.5,14.23,9.54,222,13.56,10.05,406,402,72.5,58.26,39,24.12,25.78,406,402,73,59.07,41.06,24.78,24.71,334,60,20.75,25.04,334,60.5,21.65,22.81,274,151,150,46.63,47.58
female,40,40-50,Austria,Austria,279,52,38.09,18.16,18.22,,,,,,220.5,13.88,10.77,221,14.56,11.35,,,,,,,,391,388.5,69,60,39.01,24.55,25.07,,,,,337,61,20.42,23.78,,149,145,44.39,45.14
female,40,40-50,Austria,Austria,290,54.5,37.63,19.31,20.77,295,59,38.38,20.53,21.21,227,14.12,10.56,228,14.64,9.95,411,406,74,61.88,37.49,25.24,23.77,407.5,402,73.5,60.93,38.29,22.11,23.33,350,63,19.14,27.23,350.5,64,18.45,24.88,236,147,146,43.31,43.94
female,40,40-50,Austria,Austria,285,52,38.12,19.32,20.32,292,52,38.24,18.18,20.48,222.5,13.43,10.51,225,13.09,10.24,403.5,400.5,69,60.74,37.31,23.27,23.03,,,,,,,,336,61,21.23,23.48,,,,,273,147,144,46.08,45.73
female,40,40-50,Austria,Austria,286.5,51,37.65,19.16,18.78,288,51,38.43,18.49,17.07,210,13.43,10,211,13.23,9.96,419,415,67.5,60.65,40.24,22.04,22.13,421,415,69,56.52,39.38,21.63,22.14,336,61,19.25,23.46,334,60,19.33,23.45,265,141,140,46.23,47.61
female,40,40-50,Austria,Austria,313.5,57,41.37,19.03,17.79,319,59,40.88,20.52,19.15,222,12.48,10.15,222.5,16.05,10.93,433.5,429,74,57.82,42.06,26.13,25.54,437,432,74,58.35,43.26,24.48,25.39,356,64,20.17,24.26,355.5,64.5,19.31,24.78,293,166,163,47.28,49.44
female,40,40-50,Austria,Austria,301,57.5,42.62,18.64,21.14,305,57,41.43,20.6,20.11,232,14.63,11.51,236,15.51,11.03,419,412,73,60.2,43.76,28.11,28.21,420,413,76.5,62.19,42.93,25.83,28.37,354.5,64,20.49,23.78,353,65,22.37,21.95,292,,,49.42,48.49
female,40,40-50,Austria,Austria,296.5,57.5,37.96,18.34,20.81,303,56,37.78,18.17,20.4,225,14.04,9.93,228.5,14.98,9.36,420,416,73,61.99,41.94,25.7,25.88,422.5,417.5,74.5,64.44,41.63,25.82,25.17,340,64,21.03,23.76,339,63,21.88,22.19,267,154,155,48.27,48.83
female,40,40-50,Austria,Austria,,,,,,297,52.5,39.49,17.5,18.44,,,,218.5,13.82,10.74,408,404,,,41.67,24.46,24.91,409.5,406,68,59.2,40.68,23.91,24.95,325,,16.77,22.26,326,63.5,19.21,20.43,252.5,,140,47.2,
male,22,22-25,Belgium,Belgium,352,,49.37,24.25,23.91,359,63,48.5,24.24,24.77,,,,268,15.07,13.94,497,490,,,,26.65,32.68,502,495,,,52.2,26.37,32.57,399,,23.31,28.27,403,73.5,25.24,28.97,286,,,,56.05
female,22,22-25,Belgium,Belgium,302,,,16.88,17.55,310,57,40.06,18.59,17.28,,,,228,14.09,10.1,425,419,72,63.41,,24.55,24.54,426,420,73,62.72,42.33,24.09,23.44,341,,18.24,22.85,343,66,16.71,23.78,262,,160,,43.58
male,25,25-30,Belgium,Belgium,,,,,,,,,,,,,,,,,415,409.5,76,65.56,42.79,26.25,25.87,416.5,414,73,63.23,43.19,25.68,26.61,335.5,66,20.02,26.24,334.5,66,20.68,25.78,253,,,,49.71
male,25,25-30,Belgium,Belgium,309,58,44.85,17.66,19.62,315,57.5,45,17.75,19.52,241,14.33,10.66,242.5,14.87,10.5,430.5,424,77,67.29,45.18,27.48,23.64,416,410.5,77,66.09,45.51,28.93,24.19,375,70,20.58,24.68,370,70,21.46,23.85,245,154,149,50.6,50.53
male,25,25-30,Belgium,Belgium,306,60,42.71,21.04,21.8,314,63,45.15,22.81,21.71,238,16.97,11.68,,,,,,,,,,,,,,,,,,,,,,,,,,296,168,,49.91,
male,25,25-30,Belgium,Belgium,300,58,,20,20.1,304,59,42.33,18.65,19.52,230,13.06,10.55,232,13.94,11.12,421.5,414,70,59.44,39.62,24.15,27.05,418.5,413,73,62.07,40.95,23.64,26.15,353,62,21.13,22.34,352,,21.49,22.73,264,149,149,45.9,45.56
male,25,25-30,Belgium,Belgium,,,,,,345,66.5,45.87,23.52,22.04,,,,258,15.62,12.23,480,476,79,69.36,48.98,29.1,29.76,475,472.5,81,70.45,49.32,30.27,30.16,408,70,22.73,26.64,409,73,22.97,26.86,290,161,160,55,53.01
male,25,25-30,Belgium,Belgium,315,61,,19.68,20.6,,,,,,240.5,15.49,11.29,,,,436,431.5,72.5,,45.89,26.26,30.57,433,430,,,46.8,26.43,29.77,366,67,21.73,26.52,364,66,23.05,26.19,271,,,51.74,52.42
female,25,25-30,Belgium,Belgium,,,,,,263,54,37.78,17.66,17.98,,,,203.5,13.07,9.77,377,373,70.5,60.72,37.09,22.06,21.69,381,372.5,71,63.83,37.99,22.1,22.95,308,64,18.51,23.93,308,67,20.39,22.71,,149,,43.13,
female,25,25-30,Belgium,Belgium,297.5,54,42.6,17.89,17.76,,,,,,232,14.4,11.66,234,14.1,10.74,,,,,,,,420,419,,,42.86,25.53,25.67,345,69.5,19.99,24.93,347.5,67,20.26,22.89,263,,,47.99,48.09
female,25,25-30,Belgium,Belgium,294,54,,19.01,18.86,,,,,,218.5,12.76,10.22,218.5,13.07,9.85,394,388,74,61.72,40.82,23.56,24.87,397.5,390,74,62.92,40.46,23.29,26.49,333.5,64,18.37,24.23,334,64,18.69,24.23,265,157,,46.01,45.7
male,30,30-40,Belgium,Belgium,371,66,54.77,22.27,24.23,382,67,55.47,24.15,24.57,,,,,,,511.5,510,87,76.24,52.26,31.07,30.11,510.5,509,86,74.78,51.79,33.38,30.9,438,80,24.98,28.72,432.5,82.5,24.89,26.47,293,160,,57.15,55.27
male,30,30-40,Belgium,Belgium,347.5,71,50.03,27.02,27.29,350,74.5,51.93,28.53,26.15,261.5,19.03,14.08,264,18.33,13.82,481,479.5,93,82.57,55.08,30.26,37.06,480,478,,,54.54,30.49,37.27,389,86,26.85,28.56,393,84,27.98,29.69,296,,181,,
male,30,30-40,Belgium,Belgium,292.5,53,40.88,20.58,19.48,297,,39.69,22.78,20.25,218,14.52,11.16,220,14.68,10.69,412.5,409,68,58.39,43.02,23.52,27.05,416,408,70,60.58,42.54,22.85,28.86,334,61,18.81,24.16,333,62,19.26,22.77,261,158,,46.35,48.55
male,30,30-40,Belgium,Belgium,316,66.5,49.98,19.85,24.14,319,65.5,51.23,21.79,23.49,,,,,,,441,439,83,73.8,49.27,31.49,29.34,431,427.5,84,74.35,49.06,31.01,29.63,378.5,76,24.98,27.68,378,74,25.73,26.84,,,,54.71,54.16
male,30,30-40,Belgium,Belgium,325.5,63,45.76,21.26,20.13,327,64.5,44.3,22.47,21.44,243,15.11,12.01,246,15.3,12.53,451,445,78.5,69.21,47.91,27.89,28.29,454,450,76,64.06,48.3,29.04,27.96,366,69,22.58,26,362,70,24.07,25.55,269.5,154,,52.46,53.43
male,30,30-40,Belgium,Belgium,319,58,46.08,22.39,21.19,317,58,,22.88,22.17,241,14.83,11.34,240.5,14.52,11.24,464.5,462,79,68.36,45.01,26.65,29.59,460,458,79,68.12,43.79,26.59,30.77,372,72.5,21.3,25.17,372,73,21.13,26.05,278,167,165,51.67,51.9
male,30,30-40,Belgium,Belgium,300,62,40.9,22.26,19.96,304,60,42.61,23.32,20.37,232,16.93,11.06,230,17.11,11.33,425,419,77,65.56,43.82,27.27,28.02,427,420.5,80,68.54,45.01,26.33,28.3,351,72.5,22.35,27.29,349.5,72,23.23,27.2,268,,,51.27,51.59
male,30,30-40,Belgium,Belgium,303.5,58,42.84,20.34,22.22,306.5,56,43.53,22.54,21.94,227,15.34,12.27,230.5,15.68,12.41,430,428,,,45.96,25.5,28,435.5,432,74,64.45,47.75,26.19,28.69,341,68,22.05,22.11,344,66.5,21.96,21.4,247,150,152,53.27,52.71
female,30,30-40,Belgium,Belgium,,,,,,296,57,41.59,20.03,22.77,,,,215,15.29,10.94,398.5,390,72,61.56,40.43,24.6,23.73,398,391,73,63.57,40.41,30.92,24.15,327,65,20.66,24.16,328,65,20.94,23.17,239.5,150,,44.64,
female,30,30-40,Belgium,Belgium,,,,,,299,51.5,39,17.52,16.78,202,15.31,10.31,206,13.99,9.91,,,,,,,,393.5,390,70,60.22,39.41,23.41,24.5,,,,,317,64,18.35,20.77,247,,150,,43.89
female,30,30-40,Belgium,Belgium,,,,,,282,53,40.4,21,20,,,,204.5,14.26,11.12,381,377,68.5,61.81,38.08,24.14,25.67,380.5,374,68.5,61.69,38.63,22.44,24.92,315.5,61.5,20,26.48,314,60,20.41,24.13,249,142,140,43.23,
female,30,30-40,Belgium,Belgium,317,62,44.28,20.17,25.39,314,62,44.14,21.6,22.49,245,14.21,11.63,249,14.7,11.73,443,441,76,66.67,45.02,30.77,28.33,443.5,442,77,67.11,45.06,29,25.05,390,68,22.46,26.32,390,70.5,22.95,25.73,269,169,164,48.06,
female,30,30-40,Belgium,Belgium,,,40.89,,,,,41.76,,,,,,,,,434,428,72,62.32,42.47,25.49,25.31,432.5,423.5,75,65.3,42.19,24.52,25.03,355,65,22.2,25.33,355,64,22.05,24.71,259,145,144,50.39,49.86
female,30,30-40,Belgium,Belgium,294,54,43.17,18.28,17.07,303,54.5,43.39,19.55,17.64,227,12.1,10.12,228,12.45,9.95,413,408,69.5,59.33,42.74,27.75,27.05,408,404,69,60.49,43.37,25.16,25.73,349,63.5,19.72,24,349,62,21.02,23.7,258,156,154,48.34,49.75
female,30,30-40,Belgium,Belgium,274.5,52.5,39.99,18.47,17.18,282,55,38.03,19.15,18.05,217,12.43,9.53,221,12.59,9.57,392,387,71.5,60.63,41.88,23.24,21.58,389,383.5,71,61.45,42.75,21.2,22.67,323,65,19.06,22.16,321,67,17.89,20.16,247.5,153,155,48.69,49.81
female,30,30-40+,Belgium,Belgium,271,54,36.85,16.26,19.14,,,,,,217,15.32,11.36,,,,390.5,389,69,60.06,38.58,24.49,23.13,390.5,388,71,59.96,38.39,24.98,24.44,,,,,314,62,20.99,23.9,,,,,
male,40,40-50,Belgium,Belgium,333,57,41.98,23.17,22.79,338,61,,23.14,25.63,,,,239,17.54,13.4,478,475,79,68.71,48.97,28.79,33.68,479,476,80,70.09,50.71,28.05,34.44,,,,,,,,,274,,169,,54.41
male,40,40-50,Belgium,Belgium,323.5,,46.81,21.95,23.52,332,63.5,49.22,23.18,23.19,,,,245,17.26,13.21,457,454,82.5,73.46,48.69,28.19,30.08,461,458,83,73.11,49.22,28.46,30.15,372,75,23.31,27.33,373,77,23.79,25.14,294,170,174,54.28,53.38
male,40,40-50,Belgium,Belgium,329,64,50.39,20.53,21.38,331,,48.69,22.35,,,,,242.5,16.81,13.94,453,449,,,49.46,30.78,28.05,456,452,,,50.71,31.05,29.18,369,,22.35,26.09,370.5,71,23.41,27.59,282,,,53.45,
male,40,40-50,Belgium,Belgium,302.5,64.5,46.91,22.35,23.25,309,63.5,47.1,24.88,22.69,225,17.25,11.82,228,17.89,11.3,436.5,434,79,67.91,48.13,29.63,27.09,,,,,,,,355,72,23.3,24.95,351,70,23.2,25.73,287,154,,52.49,
male,40,40-50,Belgium,Belgium,,,,,,314,62,46.7,23.38,22.63,241.5,17.05,12.68,247,16.01,12.62,,,,,,,,,,,,,,,,,,,,,,,268,150,,48.75,
male,40,40-50,Belgium,Belgium,339,64,52.63,22.07,23.29,349,64.5,53.1,25.34,24.32,257,20.19,14.38,261.5,21.47,14.43,479,474,91,80.86,54.5,32.2,31.74,474,467,90,80.28,55.19,29.93,32,400,84,26.02,28.86,400,,26.68,28.21,315,,162,58.67,60.41
male,40,40-50,Belgium,Belgium,289,60,45.41,18.15,20,295.5,58.5,44.49,18.96,18.84,231,14.42,10.98,234.5,15.58,11.63,414,405,73.5,63.48,44.27,26.82,27.11,416,408,74,63.19,45.79,27.16,26.45,347,64,21.14,20.88,348,63.5,22.11,23.09,261,150,149,51.72,51.44
male,40,40-50,Belgium,Belgium,301,55,45.3,18.1,20.1,304,59,44.87,19.54,19.64,,,,226,14.18,10.51,427,422,78,66.82,44.3,28.51,25.66,425,420.5,78,68.45,44.7,27.44,25.1,335,72,21.6,24.81,339,71.5,21.51,25.9,262.5,159,156,50.1,50.33
male,40,40-50,Belgium,Belgium,300,54,38.7,18.1,20.03,306,59.5,37.76,18.71,19.74,239,15.77,10.48,240,13.61,10.39,416.5,413,72,61.99,42.18,27.79,25.35,416,415,71.5,63.09,42.6,27.9,24.4,361.5,66,20.38,25.69,358.5,64.5,22.22,24.33,265,,150,47.27,47.7
male,40,40-50,Belgium,Belgium,308.5,65,45.2,23.58,22.92,315,65,44.75,24.54,22.45,246.5,16.83,13.41,248.5,17.64,13.27,451.5,446,81,71.62,45.13,28.42,29.38,,,,,,,,383,,23.31,25.53,385,72,23.87,25.45,271.5,161,163,49.31,51.38
female,40,40-50,Belgium,Belgium,309,54,44.07,19.28,17.93,318.5,59,43.55,20.36,18.64,,,,245,14.45,11.75,439,434,77,68.28,44.08,24,28.28,441.5,437,77,68.8,44.82,25.05,28.57,366,70.5,21.65,25.22,365.5,71.5,21.42,25.06,303,160,158,49.82,51.75
female,40,40-50,Belgium,Belgium,289,50.5,41.52,15.93,18.34,294,54,43.5,17.41,17.85,221,14.76,9.72,219,14.48,10.58,416,414,70.5,60.83,43.13,26.49,24.74,411,409.5,72.5,62.24,43.48,26.21,24.63,338.5,65,20.37,24.08,335,67.5,19.82,23.24,270,,,48.89,49.96
female,40,40-50,Belgium,Belgium,288.5,52,41.41,17.36,16.49,290,,39.51,16.96,17.04,202.5,13.8,10.75,206,13.87,10.31,,,,,,,,385,384,71,64.16,38.95,21.92,22.97,315,,19.11,23.77,321,66,18.75,23.48,239,137,138,,41.95
female,40,40-50,Belgium,Belgium,297,59,41.56,20.66,20.02,302,59,41.95,21.29,19.28,214,15.39,10.85,222,15.25,10.93,427,423.5,71,63.08,40.92,25.36,26.82,425,423,72,62.37,41.73,25.57,27.68,359.5,65.5,20.5,23.37,360,67,20.62,23.22,275,154,155,46.24,49.04
male,22,22-25,Chile,Chile,277,53,40.75,19.24,18.88,285,57,42.63,21.45,18.47,216,13.02,10.55,,,,395,393,74,67.61,40.37,22.91,25.42,389,385,74,66.59,40.33,22.48,23.33,319,71,19.46,23.18,321,70,18.36,24.2,249,150,151,45.23,45.94
female,22,22-25,Chile,Chile,284,57,40.41,19.65,20.3,290,56,39.9,19.46,20.87,223,12.73,11.06,225.5,12.83,11.77,,,,,,,,385,382,69,59.67,38.55,22.58,26.6,,,,,327,65,20.45,21.05,252.5,143,141,44.27,45.41
male,25,25-30,Chile,Chile,346,65,47.65,23.84,21.53,360,68,48.33,26.2,26.64,276,14.59,13.01,284,16.25,13.06,485,482,88.5,78.43,49.82,27.16,32.63,489,484,87.5,76.57,50.23,27.78,33.36,408,81.5,25.22,32.78,412,82,25.67,29.37,307,171,173,56.35,55.1
male,25,25-30,Chile,Chile,307,60,44.15,21.74,20.02,304,59,45.19,21.9,20.24,238,13.9,11.12,240,14.37,11.67,409,404,74.5,63.21,40.27,26.06,27.58,410,405,74,61.93,41.37,25.35,28.09,340,62,22.1,24.65,338,67,22.93,23.29,270,154,151,49,50
male,25,25-30,Chile,Chile,288.5,54,41.61,19.34,19.32,295,,42.29,22.64,21.03,220,13.08,10.56,227,14.08,11.58,416,414,77,70.65,44.52,27.03,26.53,417,415,78,70.07,44.07,26.38,27.07,345,75,,,342,76,21.92,27.41,273,160,159,46.97,47.82
male,25,25-30,Chile,Chile,310,61,44.65,24.87,21.44,316,63,46.3,26.04,21.81,256,13.41,12.58,259,14.01,13.17,432,429,78,63.19,45.38,27.14,26.31,,,,,,,,371,74,20.4,26.1,,,,,273,147,152,51.86,52.87
male,25,25-30,Chile,Chile,288,59,41.05,21.13,20.48,293,58.5,42.68,23.97,20.46,224,14.01,11.79,226,14.6,12.16,400.5,399,74,67.54,40.56,24.55,28,398,396,75,64.39,41.12,24.21,28.76,341,69,22.79,22.92,340,68,22,22.67,261,145,149,44.56,45.33
